"ID";"B_SATS_Gefuehl";"B_SATS_Kompetenz";"B_SATS_Wert";"B_SATS_Schwierigkeit";"B_SATS_Interesse";"B_SATS_Aufwand";"C1_Mathe";"C1_Schule";"C1_Hochschule";"C4_Notenerwartung";"D_BFI_E";"D_BFI_N";"D_BFI_O";"D_BFI_G";"D_BFI_V";"E_Action";"E_FantasySciFi";"E_Drama";"E_Horror";"E_Thriller";"E_Komoedie";"E_Liebe";"E_Erotik";"E_Animation";"E_Dokumentation";"F01_Pullover";"F02_Schuhe1";"F03_Schuhe2";"F04_Schuhe3";"F05_Zinsen";"F06_Preise";"F07_Aktien";"F08_Putzen";"F09_Kino";"F10_Tischtennis";"F11_Linda";"G01_Geschlecht";"G02_Alter";"G04_Studium";"G05_Zugangsberechtigung"
1463;3,3;3,5;5,1;3,1;4,8;6,2;5;6;7;2;2;3;4;4,5;2;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1384;3;4,2;4,3;3,3;6;6,8;4;6;5;3;3;4;3,5;5;2,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"5 Cent.";"Linda ist Bankangestellte.";"weiblich";25;"Nein";"Fachhochschulreife"
356;5,8;5,5;4,4;2,3;4,8;6,7;5;5;6;2,7;4;2,5;4,5;4,5;2;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";NA;"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme eher zu.";NA;"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";25;"Nein";"allgemeine Hochschulreife / Abitur"
414;3,2;4,3;3,4;2,7;4,8;5;4;5;6;3,7;3;4;3;3;2,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Weiss nicht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Weiss nicht.";"Nein";NA;"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
267;1;2,7;7;1,5;6;6,5;1;4;6;3;4;5;5;3;3,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Genau 105 Euro.";"Genauso viel.";NA;"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";NA;"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
464;3;2,3;4,2;2;4;5,8;2;4;4;2,7;5;2,5;4,5;2,5;4,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden mehr Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Nein";"Nein";"Niedriger als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";28;"Nein";"Fachhochschulreife"
199;4,7;4,8;5,9;3,9;6,2;6,8;4;5;5;NA;4;2;5;4,5;3;"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Es werden mehr Pullover verkauft.";"Weiss nicht.";"Ja";"Nein";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 30 Euro. Dies entspricht der Summe, die ich für die Haushaltshilfe bezahlen muesste.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";24;"Nein";"Fachhochschulreife"
1418;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
1404;5;5,8;4;4;6,2;6,8;6;6;6;1,7;4,5;2,5;2;4;2;"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"1 Euro.";NA;"weiblich";31;"Ja, beide";"allgemeine Hochschulreife / Abitur"
1430;2;3,3;3,1;1,9;2;4,8;4;1;4;4;3;2,5;2;2,5;3,5;"Ja";"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Weniger.";"Weiss nicht.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";26;"Nein";"allgemeine Hochschulreife / Abitur"
1447;4;4,5;3,8;4;4,8;7;5;6;6;2,7;3;3,5;4;4;3;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";NA;NA;"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";NA;"10 Cent.";NA;"weiblich";24;"Nein";"allgemeine Hochschulreife / Abitur"
1386;5,5;6,3;5,2;3,7;5,5;6;6;5;6;2;2,5;2,5;3,5;3;2,5;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";32;"Nein";"allgemeine Hochschulreife / Abitur"
1393;4,8;6,2;5,9;4,9;6,8;6,5;5;5;6;2,3;5;2,5;3;5;3,5;"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";26;"Nein";"allgemeine Hochschulreife / Abitur"
468;4,8;4;2,7;3,4;2,8;6,8;6;6;6;2;4;2;4,5;5;4,5;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"weiblich";21;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
224;3,3;4,8;5,9;2,9;6;7;3;5;6;2,7;1,5;4,5;5;4;3,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte.";"maennlich";31;"Ja, beide";"allgemeine Hochschulreife / Abitur"
297;4,5;5,5;5,7;3,7;4;4;3;4;4;2,3;4;3,5;3;3,5;4;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"allgemeine Hochschulreife / Abitur"
1380;4;4,5;5,6;2,5;6,5;7;6;6;5;2;3,5;2,5;3;5;3;"Ja";"Ja";"Ja";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";30;"Nein";"allgemeine Hochschulreife / Abitur"
322;3,3;4,5;5,8;3,3;6,5;6,8;5;6;6;2,3;3,5;3;4,5;5;4;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
1434;3,2;5,3;5,8;3,1;6,8;6,5;7;7;7;2,7;2;4,5;5;3;2,5;"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Weiss nicht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";NA;"weiblich";48;"Ja, beide";"allgemeine Hochschulreife / Abitur"
1511;1;1,7;5,3;1,4;5;6;1;5;6;2,3;5;3,5;3,5;3,5;2;"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Es werden mehr Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Ja";"Ja";"Niedriger als 105 Euro.";"Genauso viel.";NA;"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"10 Cent.";NA;"weiblich";25;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1483;5,5;6,5;6,3;2,4;6,8;5,8;7;4;4;1;4;1,5;5;2,5;2,5;"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Ja";"Es werden mehr Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";NA;"maennlich";26;"Nein";"allgemeine Hochschulreife / Abitur"
358;3,8;5;5,4;3,7;5,5;6,8;6;6;7;NA;2;3;1,5;4,5;2,5;"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Nein";"10 Cent.";"Linda ist Bankangestellte.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
252;3;3,3;2,9;2,6;4,2;4,5;4;6;5;3;4;2,5;4,5;3;4,5;"Ja";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden mehr Pullover verkauft.";"Wenn die Nachfrage nach Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";NA;"maennlich";22;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
980;4,2;5,5;5;3,6;6,5;4,2;7;4;4;2,3;4,5;2,5;2,5;2,5;4;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";21;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
387;5,3;4,8;5;3;5;6,2;5;6;6;2,7;4,5;2,5;4;4,5;3;"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";23;"Nein";"Fachhochschulreife"
984;4,7;5;5,7;2,9;5;5,2;3;5;5;3;4;2,5;3;3;3,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Ja, ein Elternteil";NA
1503;5,8;6,8;5,9;4;6;6,5;7;6;7;1,7;5;2;2,5;3,5;2;"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";25;"Nein";"allgemeine Hochschulreife / Abitur"
614;2,8;3,2;4,1;2,7;5,2;7;2;6;4;3;3,5;2,5;4;3,5;2;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"10 Cent.";NA;"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
553;4,2;4,5;3,3;3,2;3,8;5,8;1;5;5;3;3,5;3;4;3,5;3,5;"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";27;"Nein";"Fachhochschulreife"
546;2,3;3;5;2,9;4,8;7;2;4;5;3;3;3,5;3,5;4,5;3,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Mehr.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";40;"Ja, ein Elternteil";"fachgebundene Hochschulreife"
315;4,7;5,7;6;3;5,2;7;4;6;7;2;2;2;1,5;3,5;1,5;"Ja";"Ja";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";26;"Nein";"allgemeine Hochschulreife / Abitur"
537;5,3;4,7;4,9;3,9;4,5;6;3;4;4;3,3;3;2;4;3;3;"Nein";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"10 Cent.";NA;"weiblich";23;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
429;6,3;6,2;4,8;3,5;4,8;7;7;6;7;1,3;5;2,5;3,5;4,5;1,5;"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"Kann ich anhand der gegebenen Information nicht sagen.";NA;"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
576;3;4;4,7;3,3;4,2;5,8;2;5;4;3;4,5;1,5;4,5;2,5;2,5;"Nein";"Nein";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Nein";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"10 Cent.";NA;"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
258;2,3;4,2;3,8;1,9;5;7;4;6;NA;2,7;3;4;3,5;5;2,5;"Nein";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Ja, beide";"allgemeine Hochschulreife / Abitur"
472;5,3;5,5;5,1;2,4;5,2;6,8;5;4;5;3;3,5;2,5;2,5;3;4,5;"Ja";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Genau 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Nein";"Fachhochschulreife"
364;2;2,7;6;1,6;4,5;4,8;1;4;3;3,7;5;3;5;2,5;3;"Nein";"Ja";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden genauso viele Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";31;"Nein";"allgemeine Hochschulreife / Abitur"
1432;4,2;6;4,3;2,7;4;5;4;6;7;NA;5;2;2,5;4;3;"Nein";"Ja";"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Ja";"Ja";"Hoeher als 105 Euro.";NA;"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"10 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";38;"Nein";"allgemeine Hochschulreife / Abitur"
328;4;4,2;5,6;3,1;6;7;5;5;6;2,3;2;4;3,5;4;4;"Ja";"Ja";"Nein";"Ja";"Ja";"Ja";"Nein";"Nein";"Ja";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";NA;"Hoeher als 105 Euro.";"Weniger.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte.";"maennlich";21;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
1557;3,5;4,7;4,6;2,4;5;5,2;5;5;NA;3,3;4;3;3,5;2,5;3;"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Es entstehen keine Kosten, da ich selbst putze.";NA;"5 Cent.";"Linda ist Bankangestellte.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
486;4,2;5,2;4,4;3,3;4,5;6,2;7;5;6;2;3;3;2;4,5;3,5;"Nein";"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"weiblich";23;"Nein";"allgemeine Hochschulreife / Abitur"
303;5,3;5,3;5,9;3,6;7;6;5;5;5;2,3;3,5;1,5;3,5;4;1;"Nein";"Nein";"Ja";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";NA;"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Ja";"Kann ich anhand der gegebenen Information nicht sagen.";"Linda ist Bankangestellte.";"maennlich";24;"Nein";"allgemeine Hochschulreife / Abitur"
316;3,7;3,8;4,1;3,1;2;4,8;2;2;2;4;4;2,5;4;2,5;3,5;"Ja";"Nein";"Ja";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 50 Euro. Dies entspricht der Summe, die ich in derselben Zeit verdienen koennte.";"Nein";"5 Cent.";"Linda ist Bankangestellte und in der Frauenbewegung aktiv.";"maennlich";23;"Ja, beide";"Fachhochschulreife"
317;4;4,8;4,6;2,4;4,8;6,5;5;6;6;2;3,5;1;3;5;4,5;"Nein";"Nein";"Nein";"Nein";"Ja";"Nein";"Nein";"Nein";"Nein";"Ja";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen steigt.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme eher nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"weiblich";22;"Nein";"allgemeine Hochschulreife / Abitur"
368;4,8;6,2;5;4,4;5,5;6;7;6;6;2;3;2,5;3;3,5;4;"Ja";"Ja";"Nein";"Nein";"Ja";"Ja";"Nein";"Nein";"Nein";"Nein";"Es werden weniger Pullover verkauft.";"Wenn das Angebot an Schuhen zurueckgeht.";"Nein";"Ja";"Hoeher als 105 Euro.";"Genauso viel.";"Stimme ganz und gar nicht zu.";"Meine Kosten betragen 20 Euro.";"Ja";"5 Cent.";"Linda ist Bankangestellte.";"maennlich";22;"Ja, ein Elternteil";"allgemeine Hochschulreife / Abitur"
